target_id	length	eff_length	est_counts	tpm
CPERKG00000002016.1	966	749.907	692	11.1143
CPERKG00000002017.1	6207	5990.91	7279	14.634
CPERKG00000002018.1	2143	1926.91	1084.78	6.78053
CPERKG00000002019.1	2445	2228.91	357.222	1.93032
CPERKG00000002020.1	1384	1167.91	3663.87	37.7847
CPERKG00000002021.1	2805	2588.91	4323.13	20.1124
CPERKG00000002022.1	706	490.653	3140	77.0795
CPERKG00000002023.1	1097	880.907	5054.85	69.1133
CPERKG00000002024.1	2978	2761.91	2554	11.1377
CPERKG00000002025.1	1889	1672.91	6394	46.0346
CPERKG00000002026.1	1299	1082.91	19774	219.931
CPERKG00000002027.1	3027	2810.91	1022	4.37913
CPERKG00000002028.1	7190	6973.91	6221	10.744
CPERKG00000002029.1	1536	1319.91	2532	23.1049
CPERKG00000002030.1	2031	1814.91	27	0.179181
CPERKG00000002031.1	3747	3530.91	1721	5.87054
CPERKG00000002032.1	4787	4570.91	3181	8.38195
CPERKG00000002033.1	2926	2709.91	4317	19.1872
CPERKG00000002034.1	1191	974.907	0	0
CPERKG00000002035.1	2632	2415.91	2452	12.2243
CPERKG00000002036.1	4084	3867.91	7243	22.5541
CPERKG00000002037.1	2271	2054.91	0	0
CPERKG00000002038.1	3689	3472.91	4111	14.2573
CPERKG00000002039.1	1705	1488.91	525	4.24693
CPERKG00000002040.1	1755	1538.91	5169	40.4555
CPERKG00000002041.1	4133	3916.91	10091.6	31.0314
CPERKG00000002042.1	1921	1704.91	15670.5	110.705
CPERKG00000002043.1	1457	1240.91	3587.48	34.8204
CPERKG00000002044.1	819	602.969	604	12.0649
CPERKG00000002045.1	1656	1439.91	2207	18.4608
CPERKG00000002046.1	1869	1652.91	1720	12.5332
CPERKG00000002047.1	261	93.7875	101397	13021.6
CPERKG00000002048.1	669	454.074	30284	803.285
CPERKG00000002049.1	1767	1550.91	1228	9.53666
CPERKG00000002050.1	788	572.087	5304	111.667
CPERKG00000002051.1	5329	5112.91	3907.41	9.2046
CPERKG00000002052.1	1779	1562.91	414.587	3.19496
CPERKG00000002053.1	843	626.907	1913	36.7532
CPERKG00000002054.1	2997	2780.91	3091	13.3874
CPERKG00000002055.1	768	552.087	2853	62.2412
CPERKG00000002056.1	4261	4044.91	1830	5.44912
CPERKG00000002057.1	1308	1091.91	461.998	5.0961
CPERKG00000002058.1	970	753.907	5261	84.0493
CPERKG00000002059.1	2999	2782.91	2150	9.30515
CPERKG00000002060.1	1662	1445.91	0	0
CPERKG00000002061.1	3652	3435.91	7821	27.416
CPERKG00000002062.1	951	734.907	32	0.524446
CPERKG00000002063.1	1140	923.907	2814	36.6842
CPERKG00000002064.1	1086	869.907	1972	27.3035
CPERKG00000002065.1	1139	922.907	2907	37.9377
CPERKG00000002066.1	2817	2600.91	14172.6	65.6309
CPERKG00000002067.1	1524	1307.91	7895	72.7041
CPERKG00000002068.1	1452	1235.91	10065	98.087
CPERKG00000002069.1	1197	980.907	647	7.94438
CPERKG00000002070.1	330	144.76	467	38.8555
CPERKG00000002071.1	3325	3108.91	620	2.40197
CPERKG00000002072.1	2046	1829.91	115636	761.11
CPERKG00000002073.1	2329	2112.91	1085	6.1849
CPERKG00000002074.1	1683	1466.91	672	5.5176
CPERKG00000002075.1	1641	1424.91	538	4.54757
CPERKG00000002076.1	653	438.431	7296	200.432
CPERKG00000002077.1	1680	1463.91	3524	28.9939
CPERKG00000002078.1	1032	815.907	4466.86	65.9394
CPERKG00000002079.1	7601	7384.91	297.143	0.484623
CPERKG00000002080.1	1517	1300.91	23.7137	0.219552
CPERKG00000002081.1	2243	2026.91	2062.29	12.2546
CPERKG00000002082.1	1199	982.907	4117	50.4489
CPERKG00000002083.1	2673	2456.91	11958	58.6209
CPERKG00000002084.1	1710	1493.91	4044.03	32.6043
CPERKG00000002085.1	10317	10100.9	2239.36	2.67022
CPERKG00000002086.1	1395	1178.91	1262.64	12.8998
CPERKG00000002087.1	919	702.907	1673	28.667
CPERKG00000002088.1	2265	2048.91	2119.59	12.4598
CPERKG00000002089.1	1266	1049.91	3328.64	38.1856
CPERKG00000002089.2	731	515.401	1579.73	36.9166
CPERKG00000002089.3	641	426.648	182295	5146.22
CPERKG00000002090.1	863	646.907	23795	443.024
CPERKG00000002091.1	3660	3443.91	1867.07	6.52968
CPERKG00000002092.1	1797	1580.91	4360.93	33.2244
CPERKG00000002093.1	874	657.907	658	12.0461
CPERKG00000002094.1	1630	1413.91	1854	15.7933
CPERKG00000002095.1	1452	1235.91	5113	49.828
CPERKG00000002096.1	2424	2207.91	3355	18.3019
CPERKG00000002097.1	5746	5529.91	12766	27.8048
CPERKG00000002098.1	1212	995.907	1523	18.4189
CPERKG00000002099.1	1310	1093.91	1854	20.4133
CPERKG00000002100.1	873	656.907	1633	29.941
CPERKG00000002101.1	771	555.087	9641	209.192
CPERKG00000002102.1	2075	1858.91	2884	18.6862
CPERKG00000002103.1	582	369.557	1019	33.2106
CPERKG00000002104.1	339	151.634	1147	91.1069
CPERKG00000002105.1	810	594.029	476	9.65123
CPERKG00000002106.1	1950	1733.91	8315	57.759
CPERKG00000002107.1	2809	2592.91	2636	12.2445
CPERKG00000002108.1	2109	1892.91	1855	11.8032
CPERKG00000002109.1	933	716.907	1239	20.8157
CPERKG00000002110.1	2378	2161.91	496	2.7633
CPERKG00000002111.1	1911	1694.91	2448	17.396
CPERKG00000002112.1	3713	3496.91	1555.78	5.35854
CPERKG00000002113.1	3843	3626.91	3208.22	10.654
CPERKG00000002114.1	3286	3069.91	3971.24	15.5806
CPERKG00000002114.2	3289	3072.91	850.757	3.33457
CPERKG00000002115.1	4665	4448.91	4133	11.1891
CPERKG00000002116.1	777	561.087	1210	25.974
CPERKG00000002117.1	4504	4287.91	27479	77.1861
CPERKG00000002118.1	831	614.969	0	0
CPERKG00000002119.1	2276	2059.91	5311.26	31.0551
CPERKG00000002120.1	3914	3697.91	3508	11.4258
CPERKG00000002121.1	1329	1112.91	0	0
CPERKG00000002122.1	1227	1010.91	2473	29.4643
CPERKG00000002123.1	2172	1955.91	1260	7.759
CPERKG00000002124.1	1381	1164.91	1829	18.9106
CPERKG00000002125.1	999	782.907	25	0.384604
CPERKG00000002126.1	693	477.751	2021	50.9505
CPERKG00000002127.1	2308	2091.91	285.767	1.64533
CPERKG00000002127.2	2285	2068.91	514.712	2.99645
CPERKG00000002127.3	2383	2166.91	11966.3	66.5127
CPERKG00000002128.1	954	737.907	3742.66	61.089
CPERKG00000002129.1	1023	806.907	2391	35.6894
CPERKG00000002130.1	2121	1904.91	2681.66	16.9556
CPERKG00000002131.1	1696	1479.91	3389.34	27.5844
CPERKG00000002132.1	1415	1198.91	1382	13.8837
CPERKG00000002133.1	1044	827.907	9	0.130932
CPERKG00000002134.1	2020	1803.91	0	0
CPERKG00000002135.1	3338	3121.91	52778.9	203.622
CPERKG00000002136.1	2134	1917.91	3415	21.446
CPERKG00000002137.1	1075	858.907	5228	73.3116
CPERKG00000002138.1	3869	3652.91	28631	94.4021
CPERKG00000002139.1	1260	1043.91	0	0
CPERKG00000002140.1	2330	2113.91	287	1.63523
CPERKG00000002141.1	600	386.911	381	11.8603
CPERKG00000002142.1	1530	1313.91	666	6.1051
CPERKG00000002143.1	2867	2650.91	3136.5	14.2507
CPERKG00000002143.2	2843	2626.91	336.496	1.54283
CPERKG00000002144.1	13779	13562.9	7176	6.37255
CPERKG00000002145.1	4719	4502.91	1745	4.66752
CPERKG00000002146.1	1309	1092.91	21442.3	236.304
CPERKG00000002146.2	1435	1218.91	28201.7	278.669
CPERKG00000002147.1	3078	2861.91	5066	21.3203
CPERKG00000002148.1	243	82.2924	1124	164.509
CPERKG00000002149.1	699	483.751	113700	2830.89
CPERKG00000002150.1	1113	896.907	3578	48.0481
CPERKG00000002151.1	633	418.945	32257	927.365
CPERKG00000002152.1	1695	1478.91	3003	24.4567
CPERKG00000002153.1	1267	1050.91	1661	19.0366
CPERKG00000002154.1	1970	1753.91	5159.45	35.4308
CPERKG00000002155.1	974	757.907	4025	63.9637
CPERKG00000002156.1	204	58.0276	3962	822.363
CPERKG00000002157.1	3211	2994.91	6262	25.1833
CPERKG00000002158.1	1725	1508.91	0	0
CPERKG00000002159.1	2564	2347.91	2099	10.7675
CPERKG00000002160.1	1165	948.907	2699	34.2581
CPERKG00000002161.1	2129	1912.91	1472	9.26824
CPERKG00000002162.1	3780	3563.91	15417.1	52.1028
CPERKG00000002163.1	786	570.087	3229.85	68.2379
CPERKG00000002164.1	1300	1083.91	3200	35.5583
CPERKG00000002165.1	3530	3313.91	11439.5	41.5767
CPERKG00000002165.2	3603	3386.91	5682.51	20.2079
CPERKG00000002166.1	960	743.907	0	0
CPERKG00000002167.1	960	743.907	4673	75.659
CPERKG00000002168.1	2625	2408.91	924	4.61993
CPERKG00000002169.1	1388	1171.91	3875.32	39.8289
CPERKG00000002169.2	1392	1175.91	122	1.2496
CPERKG00000002170.1	2220	2003.91	2682	16.12
CPERKG00000002171.1	1413	1196.91	841	8.4629
CPERKG00000002172.1	1755	1538.91	2172	16.9993
CPERKG00000002173.1	1123	906.907	68508	909.834
CPERKG00000002174.1	937	720.907	6840	114.277
CPERKG00000002175.1	1476	1259.91	25889.1	247.492
CPERKG00000002175.2	1470	1253.91	138.921	1.3344
CPERKG00000002176.1	839	622.969	2202.9	42.5903
CPERKG00000002176.2	836	619.969	247.102	4.80054
CPERKG00000002177.1	579	366.631	5679.33	186.574
CPERKG00000002178.1	909	692.907	27.4415	0.476998
CPERKG00000002179.1	4902	4685.91	4062	10.4407
CPERKG00000002180.1	1673	1456.91	6496	53.7029
CPERKG00000002181.1	2201	1984.91	53408.5	324.081
CPERKG00000002182.1	2149	1932.91	488.046	3.04112
CPERKG00000002183.1	1905	1688.91	799	5.69803
CPERKG00000002184.1	465	259.912	900	41.706
CPERKG00000002185.1	2022	1805.91	12117	80.8134
CPERKG00000002186.1	2681	2464.91	2578	12.597
CPERKG00000002187.1	1739	1522.91	2525.79	19.976
CPERKG00000002188.1	811	595.029	3217.21	65.1215
CPERKG00000002189.1	1920	1703.91	1874	13.2467
CPERKG00000002190.1	1876	1659.91	626	4.54228
CPERKG00000002191.1	1044	827.907	5119	74.471
CPERKG00000002192.1	1377	1160.91	2702	28.0331
CPERKG00000002193.1	1931	1714.91	2537	17.8182
CPERKG00000002194.1	1790	1573.91	5659.01	43.3057
CPERKG00000002195.1	3659	3442.91	13607	47.6015
CPERKG00000002196.1	1643	1426.91	3628	30.6235
CPERKG00000002197.1	1700	1483.91	8157	66.2075
CPERKG00000002198.1	1665	1448.91	2716	22.5773
CPERKG00000002199.1	1507	1290.91	3161	29.4926
CPERKG00000002200.1	1089	872.907	8218	113.392
CPERKG00000002201.1	1653	1436.91	6407	53.7044
CPERKG00000002202.1	3181	2964.91	3651	14.8315
CPERKG00000002203.1	1440	1223.91	0	0
CPERKG00000002204.1	2877	2660.91	1534	6.94351
CPERKG00000002205.1	1404	1187.91	1986	20.1363
CPERKG00000002206.1	2123	1906.91	8304	52.4495
CPERKG00000002207.1	1196	979.907	3327	40.8932
CPERKG00000002208.1	4254	4037.91	43739	130.466
CPERKG00000002209.1	816	599.969	0	0
CPERKG00000002210.1	1949	1732.91	14204	98.7231
CPERKG00000002211.1	1159	942.907	20493	261.77
CPERKG00000002212.1	1041	824.907	635	9.27155
CPERKG00000002213.1	1428	1211.91	1153	11.4589
CPERKG00000002214.1	2474	2257.91	4704	25.0925
CPERKG00000002215.1	3700	3483.91	4636	16.0273
CPERKG00000002216.1	2720	2503.91	19513	93.8619
CPERKG00000002217.1	789	573.087	0	0
CPERKG00000002218.1	2117	1900.91	3853	24.413
CPERKG00000002219.1	1297	1080.91	13372	149.002
CPERKG00000002220.1	911	694.907	3048	52.8289
CPERKG00000002221.1	3409	3192.91	4131	15.583
CPERKG00000002222.1	2340	2123.91	5503	31.2067
CPERKG00000002223.1	969	752.907	1623	25.9633
CPERKG00000002224.1	1254	1037.91	1286	14.9233
CPERKG00000002225.1	13383	13166.9	1429	1.30717
CPERKG00000002226.1	2800	2583.91	4063	18.9388
CPERKG00000002227.1	2289	2072.91	1898	11.0281
CPERKG00000002228.1	1258	1041.91	2151.42	24.8702
CPERKG00000002229.1	1071	854.907	471.58	6.64386
CPERKG00000002230.1	2136	1919.91	8059	50.5574
CPERKG00000002231.1	1158	941.907	4193	53.6167
CPERKG00000002232.1	1169	952.907	2394	30.2592
CPERKG00000002233.1	1685	1468.91	7073.56	57.9999
CPERKG00000002234.1	2448	2231.91	1690.44	9.12234
CPERKG00000002235.1	2273	2056.91	13781	80.6956
CPERKG00000002236.1	1499	1282.91	8332	78.2236
CPERKG00000002237.1	273	102.135	628.947	74.1692
CPERKG00000002238.1	852	635.907	1579	29.9069
CPERKG00000002239.1	3367	3150.91	5153	19.6974
CPERKG00000002240.1	1609	1392.91	1459	12.6159
CPERKG00000002241.1	273	102.135	6141	724.183
CPERKG00000002242.1	537	326.429	137177	5061.46
CPERKG00000002243.1	1461	1244.91	293	2.83475
CPERKG00000002244.1	2256	2039.91	4636	27.3726
CPERKG00000002245.1	2997	2780.91	2937	12.7204
CPERKG00000002246.1	1219	1002.91	2270	27.2614
CPERKG00000002247.1	1577	1360.91	1716	15.187
CPERKG00000002248.1	558	346.173	27	0.939409
CPERKG00000002249.1	2345	2128.91	3937	22.2737
CPERKG00000002250.1	722	506.452	592.826	14.0985
CPERKG00000002250.2	725	509.401	26488.2	626.29
CPERKG00000002251.1	2286	2069.91	1393	8.10557
CPERKG00000002252.1	1898	1681.91	50634	362.597
CPERKG00000002253.1	2519	2302.91	64537.5	337.535
CPERKG00000002254.1	321	137.863	7793.49	680.877
CPERKG00000002255.1	1424	1207.91	2497	24.8982
CPERKG00000002256.1	1417	1200.91	31796	318.894
CPERKG00000002257.1	7325	7108.91	1131.74	1.91746
CPERKG00000002258.1	1607	1390.91	2099.26	18.1783
CPERKG00000002259.1	1132	915.907	2494.27	32.8001
CPERKG00000002260.1	2468	2251.91	2247.73	12.022
CPERKG00000002261.1	2002	1785.91	2944	19.8547
CPERKG00000002262.1	2135	1918.91	1825	11.4549
CPERKG00000002263.1	2029	1812.91	2704	17.9645
CPERKG00000002264.1	3720	3503.91	1582	5.43798
CPERKG00000002265.1	3092	2875.91	1953.67	8.182
CPERKG00000002266.1	1617	1400.91	2049.33	17.6192
CPERKG00000002267.1	1370	1153.91	3266	34.0901
CPERKG00000002268.1	1263	1046.91	2367	27.2316
CPERKG00000002269.1	1198	981.907	5194	63.7111
CPERKG00000002270.1	861	644.907	1437	26.8376
CPERKG00000002271.1	741	525.245	6653	152.559
CPERKG00000002272.1	3512	3295.91	2272	8.30265
CPERKG00000002273.1	1092	875.907	644	8.85546
CPERKG00000002274.1	5381	5164.91	9205	21.4657
CPERKG00000002275.1	953	736.907	3600.6	58.8499
CPERKG00000002276.1	2979	2762.91	1226.4	5.34625
CPERKG00000002277.1	3434	3217.91	42	0.157202
CPERKG00000002278.1	843	626.907	0	0
CPERKG00000002279.1	1191	974.907	1224	15.1217
CPERKG00000002280.1	2676	2459.91	2597	12.7156
CPERKG00000002281.1	1741	1524.91	605	4.77854
CPERKG00000002282.1	2102	1885.91	1824	11.649
CPERKG00000002283.1	3136	2919.91	3187.95	13.15
CPERKG00000002284.1	657	442.343	747.051	20.3411
CPERKG00000002285.1	423	222.463	919	49.7556
CPERKG00000002286.1	1427	1210.91	1232	12.2542
CPERKG00000002287.1	5506	5289.91	1693	3.85472
CPERKG00000002288.1	216	65.5317	3421	628.76
CPERKG00000002289.1	829	612.969	1464	28.7664
CPERKG00000002290.1	2644	2427.91	3459	17.1594
CPERKG00000002291.1	3712	3495.91	4273	14.7217
CPERKG00000002292.1	1632	1415.91	2713.17	23.0795
CPERKG00000002293.1	321	137.863	554.826	48.4724
CPERKG00000002294.1	1348	1131.91	6143	65.3662
CPERKG00000002295.1	1970	1753.91	3214	22.071
CPERKG00000002296.1	1557	1340.91	2909	26.1293
CPERKG00000002297.1	1573	1356.91	8629	76.5938
CPERKG00000002298.1	1462	1245.91	7885.76	76.2328
CPERKG00000002299.1	309	128.728	343.236	32.1146
CPERKG00000002300.1	1595	1378.91	2942	25.6975
CPERKG00000002301.1	2229	2012.91	864	5.1698
CPERKG00000002302.1	3123	2906.91	6657.87	27.5859
CPERKG00000002303.1	1494	1277.91	5206.13	49.0681
CPERKG00000002304.1	288	113.207	193	20.5337
CPERKG00000002305.1	4385	4168.91	738.935	2.13485
CPERKG00000002306.1	1682	1465.91	3518.06	28.9055
CPERKG00000002307.1	225	71.4105	27502	4638.59
CPERKG00000002308.1	957	740.907	819.788	13.3267
CPERKG00000002308.2	1255	1038.91	259.212	3.00512
CPERKG00000002309.1	759	543.087	3058	67.819
CPERKG00000002310.1	855	638.907	2159	40.7004
CPERKG00000002311.1	1913	1696.91	3659	25.971
CPERKG00000002312.1	4165	3948.91	2555	7.79287
CPERKG00000002313.1	2384	2167.91	485	2.69454
CPERKG00000002314.1	1647	1430.91	2280	19.1914
CPERKG00000002315.1	1725	1508.91	10993	87.748
CPERKG00000002316.1	1281	1064.91	5741	64.9321
CPERKG00000002317.1	1566	1349.91	13462	120.113
CPERKG00000002318.1	2385	2168.91	1826	10.1401
CPERKG00000002319.1	2571	2354.91	9005	46.0568
CPERKG00000002320.1	1269	1052.91	0	0
CPERKG00000002321.1	2426	2209.91	4123	22.471
CPERKG00000002322.1	1966	1749.91	25838	177.839
CPERKG00000002323.1	4544	4327.91	14133	39.3315
CPERKG00000002324.1	3090	2873.91	0	0
CPERKG00000002325.1	2383	2166.91	36454	202.623
CPERKG00000002326.1	1477	1260.91	3866	36.9286
CPERKG00000002327.1	1695	1478.91	1008	8.20924
CPERKG00000002328.1	5478	5261.91	11526	26.3827
CPERKG00000002329.1	6241	6024.91	3285	6.56702
CPERKG00000002330.1	4401	4184.91	3212	9.24428
CPERKG00000002331.1	1569	1352.91	0	0
CPERKG00000002332.1	3105	2888.91	1923	8.01732
CPERKG00000002333.1	1281	1064.91	1606	18.1642
CPERKG00000002334.1	2771	2554.91	4993	23.538
CPERKG00000002335.1	957	740.907	1826.83	29.6974
CPERKG00000002335.2	860	643.907	3459.17	64.7041
CPERKG00000002336.1	3610	3393.91	184	0.652982
CPERKG00000002337.1	775	559.087	3858	83.1125
CPERKG00000002338.1	1274	1057.91	6528	74.3218
CPERKG00000002339.1	1473	1256.91	4473	42.8627
CPERKG00000002340.1	1252	1035.91	11	0.127896
CPERKG00000002341.1	2106	1889.91	3953	25.1924
CPERKG00000002342.1	1578	1361.91	77	0.680968
CPERKG00000002343.1	1193	976.907	3336	41.1298
CPERKG00000002344.1	1647	1430.91	3162	26.6155
CPERKG00000002345.1	2651	2434.91	263	1.30094
CPERKG00000002346.1	2103	1886.91	1315	8.3938
CPERKG00000002347.1	1440	1223.91	1478	14.5449
CPERKG00000002348.1	1368	1151.91	18581	194.283
CPERKG00000002349.1	2230	2013.91	34887	208.645
CPERKG00000002350.1	1172	955.907	14915	187.928
CPERKG00000002351.1	1395	1178.91	4582	46.8122
CPERKG00000002352.1	3033	2816.91	2835	12.1217
CPERKG00000002353.1	3053	2836.91	1039.65	4.41394
CPERKG00000002354.1	2247	2030.91	2599.35	15.4155
CPERKG00000002355.1	2102	1885.91	1505	9.61169
CPERKG00000002356.1	822	605.969	5	0.0993809
CPERKG00000002357.1	3765	3548.91	1430	4.85316
CPERKG00000002358.1	3262	3045.91	15662.6	61.9343
CPERKG00000002359.1	576	363.778	2231.39	73.8791
CPERKG00000002360.1	1424	1207.91	3478	34.68
CPERKG00000002361.1	2434	2217.91	2171	11.7896
CPERKG00000002362.1	1650	1433.91	3340	28.0549
CPERKG00000002363.1	1225	1008.91	437	5.21692
CPERKG00000002364.1	3571	3354.91	276	0.99086
CPERKG00000002365.1	677	461.892	237.955	6.20495
CPERKG00000002365.2	665	450.165	1411.42	37.7632
CPERKG00000002366.1	747	531.087	121923	2765.05
CPERKG00000002367.1	1907	1690.91	2652	18.8902
CPERKG00000002368.1	1110	893.907	86.283	1.16256
CPERKG00000002369.1	6247	6030.91	9926.72	19.8247
CPERKG00000002370.1	1722	1505.91	10340	82.7001
CPERKG00000002371.1	261	93.7875	2242	287.922
CPERKG00000002372.1	4599	4382.91	1519	4.17426
CPERKG00000002373.1	711	495.653	13934	338.596
CPERKG00000002374.1	1245	1028.91	7758	90.8149
CPERKG00000002375.1	3260	3043.91	4253.69	16.8313
CPERKG00000002376.1	3264	3047.91	2395	9.46427
CPERKG00000002377.1	456	251.839	69734	3335.07
CPERKG00000002378.1	3409	3192.91	5356.18	20.2047
CPERKG00000002379.1	429	227.825	960.818	50.7953
CPERKG00000002380.1	1602	1385.91	3722	32.3464
CPERKG00000002381.1	1334	1117.91	25793	277.894
CPERKG00000002382.1	1616	1399.91	24306	209.121
CPERKG00000002383.1	1326	1109.91	7308	79.3041
CPERKG00000002384.1	2229	2012.91	1595	9.54378
CPERKG00000002385.1	1578	1361.91	16022	141.694
CPERKG00000002386.1	3554	3337.91	13290	47.955
CPERKG00000002387.1	1743	1526.91	0	0
CPERKG00000002388.1	1749	1532.91	3569	28.0423
CPERKG00000002389.1	1887	1670.91	87	0.62712
CPERKG00000002390.1	5226	5009.91	1778.3	4.27522
CPERKG00000002391.1	249	85.9849	383	53.6488
CPERKG00000002392.1	776	560.087	874	18.7949
CPERKG00000002393.1	1839	1622.91	2645	19.6298
CPERKG00000002394.1	1491	1274.91	3784	35.7484
CPERKG00000002395.1	1287	1070.91	6491	73.0034
CPERKG00000002396.1	10089	9872.91	6871	8.38221
CPERKG00000002397.1	707	491.653	140683	3446.41
CPERKG00000002398.1	3127	2910.91	3192.65	13.2101
CPERKG00000002399.1	4692	4475.91	8173.35	21.9939
CPERKG00000002400.1	2816	2599.91	3968	18.3822
CPERKG00000002401.1	1542	1325.91	0	0
CPERKG00000002402.1	1161	944.907	1012	12.8996
CPERKG00000002403.1	1475	1258.91	17132	163.907
CPERKG00000002404.1	1203	986.907	1424	17.3787
CPERKG00000002405.1	1027	810.907	6217	92.3407
CPERKG00000002406.1	2076	1859.91	1655	10.7174
CPERKG00000002407.1	792	576.087	144.615	3.0235
CPERKG00000002408.1	3212	2995.91	7779.02	31.2737
CPERKG00000002409.1	2469	2252.91	0	0
CPERKG00000002410.1	1969	1752.91	2591.36	17.8054
CPERKG00000002411.1	1477	1260.91	313.642	2.99595
CPERKG00000002412.1	1070	853.907	1460	20.5933
CPERKG00000002413.1	3241	3024.91	3290	13.0999
CPERKG00000002414.1	3685	3468.91	2194.95	7.62107
CPERKG00000002415.1	1224	1007.91	4670.05	55.8065
CPERKG00000002416.1	1740	1523.91	12179	96.258
CPERKG00000002417.1	2923	2706.91	1870.98	8.32492
CPERKG00000002418.1	1937	1720.91	38.0168	0.266074
CPERKG00000002419.1	14320	14103.9	4967	4.24168
CPERKG00000002420.1	8279	8062.91	3494.7	5.22038
CPERKG00000002421.1	3378	3161.91	70.3005	0.267789
CPERKG00000002422.1	4782	4565.91	3508	9.25371
CPERKG00000002423.1	855	638.907	1665	31.3877
CPERKG00000002424.1	594	381.065	430	13.5911
CPERKG00000002425.1	696	480.751	56.4665	1.41467
CPERKG00000002425.2	703	487.751	418.882	10.3437
CPERKG00000002425.3	668	453.074	120189	3195.05
CPERKG00000002426.1	489	281.686	126	5.38752
CPERKG00000002427.1	1759	1542.91	1983	15.4798
CPERKG00000002428.1	402	204.332	1400	82.5232
CPERKG00000002429.1	3233	3016.91	1162	4.63904
CPERKG00000002430.1	9886	9669.91	12863	16.0215
CPERKG00000002431.1	2346	2129.91	3356	18.9778
CPERKG00000002432.1	1357	1140.91	3660	38.638
CPERKG00000002433.1	1716	1499.91	2531	20.3241
CPERKG00000002434.1	891	674.907	1017	18.1493
CPERKG00000002435.1	849	632.907	2065	39.2974
CPERKG00000002436.1	3294	3077.91	5815.22	22.7559
CPERKG00000002437.1	3316	3099.91	487.78	1.89522
CPERKG00000002438.1	1401	1184.91	19082	193.965
CPERKG00000002439.1	4741	4524.91	2104	5.60041
CPERKG00000002440.1	760	544.087	2063	45.6683
CPERKG00000002441.1	573	360.888	19566	653.001
CPERKG00000002442.1	1401	1184.91	32496	330.316
CPERKG00000002443.1	4742	4525.91	2164.19	5.75934
CPERKG00000002444.1	2130	1913.91	7264.81	45.718
CPERKG00000002445.1	1107	890.907	22127	299.139
CPERKG00000002446.1	2145	1928.91	4380	27.3493
CPERKG00000002447.1	1342	1125.91	1966	21.0312
CPERKG00000002448.1	1855	1638.91	2132.51	15.6719
CPERKG00000002449.1	1878	1661.91	2360.49	17.1072
CPERKG00000002450.1	1426	1209.91	1064	10.5919
CPERKG00000002451.1	3122	2905.91	1973	8.17766
CPERKG00000002452.1	1027	810.907	1125	16.7096
CPERKG00000002453.1	1047	830.907	19984	289.677
CPERKG00000002454.1	2130	1913.91	392.564	2.47043
CPERKG00000002455.1	555	343.346	18.811	0.659878
CPERKG00000002456.1	1322	1105.91	5665	61.6971
CPERKG00000002457.1	2315	2098.91	4508	25.8687
CPERKG00000002458.1	1440	1223.91	10379	102.139
CPERKG00000002459.1	2077	1860.91	7981	51.6555
CPERKG00000002460.1	3766	3549.91	1180	4.00358
CPERKG00000002461.1	6043	5826.91	2388	4.93605
CPERKG00000002462.1	1592	1375.91	3717.39	32.5412
CPERKG00000002463.1	1864	1647.91	3355.61	24.5257
CPERKG00000002464.1	3884	3667.91	42	0.137916
CPERKG00000002465.1	3157	2940.91	3459	14.1662
CPERKG00000002466.1	1659	1442.91	0	0
CPERKG00000002467.1	1232	1015.91	319	3.78199
CPERKG00000002468.1	3459	3242.91	2289	8.50149
CPERKG00000002469.1	408	209.474	841	48.3559
CPERKG00000002470.1	1012	795.907	150583	2278.75
CPERKG00000002471.1	4644	4427.91	10284	27.9735
CPERKG00000002472.1	2820	2603.91	12536	57.9852
CPERKG00000002473.1	5573	5356.91	5835	13.1193
CPERKG00000002474.1	1343	1126.91	2894	30.931
CPERKG00000002475.1	4294	4077.91	4991.5	14.7427
CPERKG00000002476.1	396	198.934	358.497	21.705
CPERKG00000002477.1	1653	1436.91	1449	12.1457
CPERKG00000002478.1	2163	1946.91	623	3.85413
CPERKG00000002479.1	1956	1739.91	2438	16.8768
CPERKG00000002480.1	1330	1113.91	2399	25.9397
CPERKG00000002481.1	846	629.907	780	14.9143
CPERKG00000002482.1	774	558.087	3279	70.7657
CPERKG00000002483.1	746	530.087	227	5.15777
CPERKG00000002484.1	1472	1255.91	284	2.72361
CPERKG00000002485.1	1902	1685.91	888	6.344
CPERKG00000002486.1	3053	2836.91	44624	189.455
CPERKG00000002487.1	1353	1136.91	0	0
CPERKG00000002488.1	1525	1308.91	6615	60.8702
CPERKG00000002489.1	1802	1585.91	23869	181.276
CPERKG00000002490.1	1014	797.907	4401	66.4328
CPERKG00000002491.1	1619	1402.91	913	7.83836
CPERKG00000002492.1	2624	2407.91	18111	90.5912
CPERKG00000002493.1	2154	1937.91	824.982	5.12737
CPERKG00000002494.1	1777	1560.91	1292.02	9.96954
CPERKG00000002495.1	2457	2240.91	2036	10.943
CPERKG00000002496.1	1284	1067.91	431	4.86102
CPERKG00000002497.1	1794	1577.91	2706	20.6552
CPERKG00000002498.1	387	191.085	8981	566.086
CPERKG00000002499.1	4608	4391.91	3121	8.55902
CPERKG00000002500.1	1500	1283.91	1217	11.4167
CPERKG00000002501.1	1918	1701.91	975.933	6.90665
CPERKG00000002501.2	2004	1787.91	6559.07	44.1856
CPERKG00000002502.1	2220	2003.91	25930	155.851
CPERKG00000002503.1	1145	928.907	13608	176.443
CPERKG00000002504.1	1707	1490.91	22030	177.97
CPERKG00000002505.1	3428	3211.91	4067.98	15.2546
