target_id	length	eff_length	est_counts	tpm
CPERKG00000001939.1	726	515.63	1043	27.3492
CPERKG00000001940.1	1431	1220.13	1863	20.6446
CPERKG00000001941.1	810	599.19	6397	144.347
CPERKG00000001942.1	1413	1202.13	15378	172.961
CPERKG00000001943.1	201	60.3839	2629	588.664
CPERKG00000001944.1	951	740.125	54502	995.645
CPERKG00000001945.1	1452	1241.13	651	7.0919
CPERKG00000001946.1	1080	869.125	421	6.54933
CPERKG00000001947.1	1764	1553.13	2364	20.5797
CPERKG00000001948.1	5650	5439.13	2982.12	7.41299
CPERKG00000001949.1	1455	1244.13	737.881	8.01899
CPERKG00000001950.1	2955	2744.13	1522	7.49908
CPERKG00000001951.1	1308	1097.13	1934	23.834
CPERKG00000001952.1	2091	1880.13	1911	13.7427
CPERKG00000001953.1	2169	1958.13	71599	494.383
CPERKG00000001954.1	900	689.125	0	0
CPERKG00000001955.1	1178	967.125	6295	88.0056
CPERKG00000001956.1	3283	3072.13	54398	239.41
CPERKG00000001957.1	1039	828.125	467	7.62462
CPERKG00000001958.1	1102	891.125	1580	23.9726
CPERKG00000001959.1	2591	2380.13	9859	56.0055
CPERKG00000001960.1	780	569.305	0	0
CPERKG00000001961.1	2648	2437.13	742	4.11646
CPERKG00000001962.1	6097	5886.13	2652	6.09174
CPERKG00000001963.1	2523	2312.13	0	0
CPERKG00000001964.1	3565	3354.13	6354	25.6133
CPERKG00000001965.1	1718	1507.13	3151	28.2681
CPERKG00000001966.1	2481	2270.13	40	0.238236
CPERKG00000001967.1	1650	1439.13	408.907	3.8417
CPERKG00000001968.1	1247	1036.13	9119.09	118.997
CPERKG00000001969.1	1139	928.125	524	7.63347
CPERKG00000001970.1	1294	1083.13	824	10.286
CPERKG00000001971.1	1065	854.125	670	10.606
CPERKG00000001972.1	1157	946.125	56939.5	813.697
CPERKG00000001973.1	1227	1016.13	2694.49	35.853
CPERKG00000001974.1	3659	3448.13	6887.55	27.0072
CPERKG00000001975.1	1281	1070.13	3712.45	46.9054
CPERKG00000001976.1	2375	2164.13	16565	103.492
CPERKG00000001977.1	2768	2557.13	71	0.375408
CPERKG00000001978.1	1588	1377.13	168.512	1.65445
CPERKG00000001978.2	1683	1472.13	29.8098	0.273786
CPERKG00000001978.3	1680	1469.13	65.6782	0.604449
CPERKG00000001979.1	1188	977.125	2504	34.6483
CPERKG00000001980.1	5935	5724.13	2293.76	5.41797
CPERKG00000001981.1	1400	1189.13	10631.2	120.88
CPERKG00000001982.1	2019	1808.13	1277	9.54904
CPERKG00000001983.1	1107	896.125	7467	112.661
CPERKG00000001984.1	2621	2410.13	7320	41.0647
CPERKG00000001985.1	939	728.125	0	0
CPERKG00000001986.1	2697	2486.13	12946	70.4061
CPERKG00000001987.1	4833	4622.13	1510	4.41705
CPERKG00000001988.1	2364	2153.13	0	0
CPERKG00000001989.1	1148	937.125	1246	17.977
CPERKG00000001990.1	1935	1724.13	1683	13.1981
CPERKG00000001991.1	1884	1673.13	558	4.50924
CPERKG00000001992.1	2439	2228.13	135	0.819203
CPERKG00000001993.1	1026	815.125	742	12.3077
CPERKG00000001994.1	1372	1161.13	899	10.4683
CPERKG00000001995.1	1594	1383.13	2276	22.2489
CPERKG00000001996.1	756	545.471	777	19.2596
CPERKG00000001997.1	1016	805.125	3794	63.7135
CPERKG00000001998.1	2081	1870.13	1958	14.156
CPERKG00000001999.1	953	742.125	100	1.82188
CPERKG00000002000.1	2595	2384.13	1236	7.0095
CPERKG00000002001.1	597	388.947	72.2179	2.51045
CPERKG00000002002.1	1338	1127.13	1114	13.3632
CPERKG00000002003.1	1023	812.125	18605	309.745
CPERKG00000002004.1	2238	2027.13	496	3.30825
CPERKG00000002005.1	843	632.19	168	3.59302
CPERKG00000002006.1	1947	1736.13	2008	15.638
CPERKG00000002007.1	1056	845.125	5614	89.815
CPERKG00000002008.1	2687	2476.13	4340.2	23.6993
CPERKG00000002009.1	483	281.377	6994.8	336.112
CPERKG00000002010.1	831	620.19	179	3.90235
CPERKG00000002011.1	1254	1043.13	15405	199.675
CPERKG00000002012.1	2082	1871.13	2348	16.9665
CPERKG00000002013.1	1774	1563.13	10011.4	86.5961
CPERKG00000002014.1	1008	797.125	28.5987	0.485085
CPERKG00000002015.1	1825	1614.13	1085	9.08845
CPERKG00000002016.1	966	755.125	608	10.8863
CPERKG00000002017.1	6207	5996.13	1658	3.73862
CPERKG00000002018.1	2143	1932.13	1138.9	7.96982
CPERKG00000002019.1	2445	2234.13	68.0983	0.412123
CPERKG00000002020.1	1384	1173.13	4050.82	46.687
CPERKG00000002021.1	2805	2594.13	7094.18	36.975
CPERKG00000002022.1	706	495.982	4214	114.875
CPERKG00000002023.1	1097	886.125	3269	49.8789
CPERKG00000002024.1	2978	2767.13	1394	6.81132
CPERKG00000002025.1	1889	1678.13	3462	27.8933
CPERKG00000002026.1	1299	1088.13	20560	255.471
CPERKG00000002027.1	3027	2816.13	741	3.55765
CPERKG00000002028.1	7190	6979.13	3468	6.71855
CPERKG00000002029.1	1536	1325.13	2736	27.9162
CPERKG00000002030.1	2031	1820.13	9	0.0668557
CPERKG00000002031.1	3747	3536.13	732	2.79886
CPERKG00000002032.1	4787	4576.13	1104	3.26188
CPERKG00000002033.1	2926	2715.13	2425	12.0759
CPERKG00000002034.1	1191	980.125	0	0
CPERKG00000002035.1	2632	2421.13	1780	9.94032
CPERKG00000002036.1	4084	3873.13	1749	6.10556
CPERKG00000002037.1	2271	2060.13	0	0
CPERKG00000002038.1	3689	3478.13	2127	8.26837
CPERKG00000002039.1	1705	1494.13	100	0.90492
CPERKG00000002040.1	1755	1544.13	1818	15.9187
CPERKG00000002041.1	4133	3922.13	2135.78	7.36263
CPERKG00000002042.1	1921	1710.13	14653.3	115.853
CPERKG00000002043.1	1457	1246.13	2074.67	22.5105
CPERKG00000002044.1	819	608.19	26	0.578005
CPERKG00000002045.1	1656	1445.13	1836	17.1777
CPERKG00000002046.1	1869	1658.13	551	4.49295
CPERKG00000002047.1	261	97.6615	95343	13199.7
CPERKG00000002048.1	669	459.315	33407	983.386
CPERKG00000002049.1	1767	1556.13	383	3.32776
CPERKG00000002050.1	788	577.19	4667	109.324
CPERKG00000002051.1	5329	5118.13	2623.94	6.93171
CPERKG00000002052.1	1779	1568.13	322.06	2.77685
CPERKG00000002053.1	843	632.19	711	15.2062
CPERKG00000002054.1	2997	2786.13	1248	6.05636
CPERKG00000002055.1	768	557.416	2585	62.7016
CPERKG00000002056.1	4261	4050.13	1477.14	4.93117
CPERKG00000002057.1	1308	1097.13	463.863	5.71651
CPERKG00000002058.1	970	759.125	5926	105.547
CPERKG00000002059.1	2999	2788.13	1285	6.23144
CPERKG00000002060.1	1662	1451.13	0	0
CPERKG00000002061.1	3652	3441.13	2409	9.46529
CPERKG00000002062.1	951	740.125	29	0.529773
CPERKG00000002063.1	1140	929.125	3041	44.2527
CPERKG00000002064.1	1086	875.125	1238	19.127
CPERKG00000002065.1	1139	928.125	1294	18.8506
CPERKG00000002066.1	2817	2606.13	12474.3	64.717
CPERKG00000002067.1	1524	1313.13	8294	85.3995
CPERKG00000002068.1	1452	1241.13	7708	83.9699
CPERKG00000002069.1	1197	986.125	365	5.00447
CPERKG00000002070.1	330	148.29	220	20.0589
CPERKG00000002071.1	3325	3114.13	332	1.44145
CPERKG00000002072.1	2046	1835.13	142027	1046.41
CPERKG00000002073.1	2329	2118.13	453	2.89164
CPERKG00000002074.1	1683	1472.13	521	4.78509
CPERKG00000002075.1	1641	1430.13	247	2.33518
CPERKG00000002076.1	653	443.496	5673	172.95
CPERKG00000002077.1	1680	1469.13	655	6.02809
CPERKG00000002078.1	1032	821.125	5568.99	91.699
CPERKG00000002079.1	7601	7390.13	100.007	0.182969
CPERKG00000002080.1	1517	1306.13	9.38536	0.0971546
CPERKG00000002081.1	2243	2032.13	1218.61	8.10799
CPERKG00000002082.1	1199	988.125	4859	66.4863
CPERKG00000002083.1	2673	2462.13	10395.6	57.0872
CPERKG00000002084.1	1710	1499.13	3960.36	35.7186
CPERKG00000002085.1	10317	10106.1	873.327	1.16839
CPERKG00000002086.1	1395	1184.13	1726.67	19.7156
CPERKG00000002087.1	919	708.125	1183	22.5877
CPERKG00000002088.1	2265	2054.13	531.206	3.4965
CPERKG00000002089.1	1266	1055.13	1239.5	15.8833
CPERKG00000002089.2	731	520.63	1589.52	41.2796
CPERKG00000002089.3	641	431.716	164057	5138
CPERKG00000002090.1	863	652.125	33002	684.237
CPERKG00000002091.1	3660	3449.13	1671.8	6.55349
CPERKG00000002092.1	1797	1586.13	7009.2	59.7487
CPERKG00000002093.1	874	663.125	278	5.66822
CPERKG00000002094.1	1630	1419.13	2275	21.6749
CPERKG00000002095.1	1452	1241.13	5313	57.8791
CPERKG00000002096.1	2424	2213.13	2494	15.2366
CPERKG00000002097.1	5746	5535.13	6006	14.6709
CPERKG00000002098.1	1212	1001.13	1026	13.8566
CPERKG00000002099.1	1310	1099.13	1825	22.4498
CPERKG00000002100.1	873	662.125	1392	28.4247
CPERKG00000002101.1	771	560.305	6470	156.127
CPERKG00000002102.1	2075	1864.13	1869	13.556
CPERKG00000002103.1	582	374.371	621	22.4278
CPERKG00000002104.1	339	155.392	212	18.4461
CPERKG00000002105.1	810	599.19	148	3.3396
CPERKG00000002106.1	1950	1739.13	10295	80.0374
CPERKG00000002107.1	2809	2598.13	1236	6.43215
CPERKG00000002108.1	2109	1898.13	1104	7.86397
CPERKG00000002109.1	933	722.125	604	11.3089
CPERKG00000002110.1	2378	2167.13	69	0.430489
CPERKG00000002111.1	1911	1700.13	1674	13.3129
CPERKG00000002112.1	3713	3502.13	584.035	2.25478
CPERKG00000002113.1	3843	3632.13	1697.96	6.3207
CPERKG00000002114.1	3286	3075.13	2949.54	12.9685
CPERKG00000002114.2	3289	3078.13	797.46	3.50284
CPERKG00000002115.1	4665	4454.13	1435	4.35599
CPERKG00000002116.1	777	566.305	1573	37.5557
CPERKG00000002117.1	4504	4293.13	20441	64.3763
CPERKG00000002118.1	831	620.19	0	0
CPERKG00000002119.1	2276	2065.13	4849.25	31.7487
CPERKG00000002120.1	3914	3703.13	1383	5.04953
CPERKG00000002121.1	1329	1118.13	0	0
CPERKG00000002122.1	1227	1016.13	2495	33.1987
CPERKG00000002123.1	2172	1961.13	495	3.41269
CPERKG00000002124.1	1381	1170.13	63	0.727957
CPERKG00000002125.1	999	788.125	1	0.0171554
CPERKG00000002126.1	693	483.031	1005	28.1312
CPERKG00000002127.1	2308	2097.13	1.01911	0.00657045
CPERKG00000002127.2	2285	2074.13	0.000243387	1.58657e-06
CPERKG00000002127.3	2383	2172.13	8157.94	50.78
CPERKG00000002128.1	954	743.125	3897.65	70.9151
CPERKG00000002129.1	1023	812.125	1129	18.7961
CPERKG00000002130.1	2121	1910.13	2427.16	17.1804
CPERKG00000002131.1	1696	1485.13	4089.84	37.2341
CPERKG00000002132.1	1415	1204.13	1520	17.0675
CPERKG00000002133.1	1044	833.125	19	0.308348
CPERKG00000002134.1	2020	1809.13	0	0
CPERKG00000002135.1	3338	3127.13	32808.3	141.852
CPERKG00000002136.1	2134	1923.13	1479	10.3982
CPERKG00000002137.1	1075	864.125	1791	28.0231
CPERKG00000002138.1	3869	3658.13	22567	83.409
CPERKG00000002139.1	1260	1049.13	0	0
CPERKG00000002140.1	2330	2119.13	262	1.67164
CPERKG00000002141.1	600	391.869	1	0.034503
CPERKG00000002142.1	1530	1319.13	692	7.0928
CPERKG00000002143.1	2867	2656.13	1982.5	10.0917
CPERKG00000002143.2	2843	2632.13	221.499	1.13779
CPERKG00000002144.1	13779	13568.1	3745	3.7319
CPERKG00000002145.1	4719	4508.13	167	0.500862
CPERKG00000002146.1	1309	1098.13	15625	192.382
CPERKG00000002146.2	1435	1224.13	52787	583.041
CPERKG00000002147.1	3078	2867.13	1330	6.27195
CPERKG00000002148.1	243	85.1718	668	106.042
CPERKG00000002149.1	699	489.031	111188	3074.11
CPERKG00000002150.1	1113	902.125	1912	28.6562
CPERKG00000002151.1	633	423.973	54719.9	1745.04
CPERKG00000002152.1	1695	1484.13	1522.09	13.8666
CPERKG00000002153.1	1267	1056.13	995	12.7381
CPERKG00000002154.1	1970	1759.13	3974.67	30.5493
CPERKG00000002155.1	974	763.125	4879	86.4435
CPERKG00000002156.1	204	61.9419	3534	771.399
CPERKG00000002157.1	3211	3000.13	4814	21.6952
CPERKG00000002158.1	1725	1514.13	0	0
CPERKG00000002159.1	2564	2353.13	1596	9.17034
CPERKG00000002160.1	1165	954.125	2589	36.688
CPERKG00000002161.1	2129	1918.13	1246	8.78291
CPERKG00000002162.1	3780	3569.13	5226.35	19.7986
CPERKG00000002163.1	786	575.248	1232.65	28.9723
CPERKG00000002164.1	1300	1089.13	4085	50.7121
CPERKG00000002165.1	3530	3319.13	14911.3	60.7419
CPERKG00000002165.2	3603	3392.13	5554.74	22.1406
CPERKG00000002166.1	960	749.125	0	0
CPERKG00000002167.1	960	749.125	6612	119.337
CPERKG00000002168.1	2625	2414.13	410	2.29626
CPERKG00000002169.1	1388	1177.13	3706.88	42.5778
CPERKG00000002169.2	1392	1181.13	62.0508	0.710312
CPERKG00000002170.1	2220	2009.13	778	5.23564
CPERKG00000002171.1	1413	1202.13	1550	17.4333
CPERKG00000002172.1	1755	1544.13	3428	30.0162
CPERKG00000002173.1	1123	912.125	72168	1069.76
CPERKG00000002174.1	937	726.125	5502	102.449
CPERKG00000002175.1	1476	1265.13	24651.7	263.458
CPERKG00000002175.2	1470	1259.13	108.257	1.16247
CPERKG00000002176.1	839	628.19	1843.93	39.6872
CPERKG00000002176.2	836	625.19	187.072	4.04571
CPERKG00000002177.1	579	371.483	7973.89	290.221
CPERKG00000002178.1	909	698.125	6.75936	0.130909
CPERKG00000002179.1	4902	4691.13	401	1.15575
CPERKG00000002180.1	1673	1462.13	9045	83.6414
CPERKG00000002181.1	2201	1990.13	51415.4	349.31
CPERKG00000002182.1	2149	1938.13	261.031	1.82099
CPERKG00000002183.1	1905	1694.13	908	7.24666
CPERKG00000002184.1	465	264.668	1285	65.6446
CPERKG00000002185.1	2022	1811.13	9049	67.5538
CPERKG00000002186.1	2681	2470.13	1583	8.66482
CPERKG00000002187.1	1739	1528.13	1963.67	17.3743
CPERKG00000002188.1	811	600.19	2284.33	51.4596
CPERKG00000002189.1	1920	1709.13	1668	13.1953
CPERKG00000002190.1	1876	1665.13	164	1.33166
CPERKG00000002191.1	1044	833.125	1992	32.3278
CPERKG00000002192.1	1377	1166.13	1636	18.9686
CPERKG00000002193.1	1931	1720.13	1210	9.51092
CPERKG00000002194.1	1790	1579.13	3889.7	33.304
CPERKG00000002195.1	3659	3448.13	17644.3	69.1861
CPERKG00000002196.1	1643	1432.13	2749	25.9532
CPERKG00000002197.1	1700	1489.13	10803	98.0868
CPERKG00000002198.1	1665	1454.13	1655	15.3884
CPERKG00000002199.1	1507	1296.13	2682	27.9775
CPERKG00000002200.1	1089	878.125	2752	42.373
CPERKG00000002201.1	1653	1442.13	3608	33.8268
CPERKG00000002202.1	3181	2970.13	2134	9.71442
CPERKG00000002203.1	1440	1229.13	0	0
CPERKG00000002204.1	2877	2666.13	1087	5.51247
CPERKG00000002205.1	1404	1193.13	791	8.96371
CPERKG00000002206.1	2123	1912.13	8161	57.7065
CPERKG00000002207.1	1196	985.125	3145	43.1645
CPERKG00000002208.1	4254	4043.13	50617	169.269
CPERKG00000002209.1	816	605.19	0	0
CPERKG00000002210.1	1949	1738.13	11019	85.7153
CPERKG00000002211.1	1159	948.125	19110	272.516
CPERKG00000002212.1	1041	830.125	523	8.51835
CPERKG00000002213.1	1428	1217.13	834	9.26463
CPERKG00000002214.1	2474	2263.13	1773	10.5925
CPERKG00000002215.1	3700	3489.13	3502	13.5705
CPERKG00000002216.1	2720	2509.13	10396	56.0198
CPERKG00000002217.1	789	578.19	0	0
CPERKG00000002218.1	2117	1906.13	3953	28.0397
CPERKG00000002219.1	1297	1086.13	15697	195.404
CPERKG00000002220.1	911	700.125	1364	26.3412
CPERKG00000002221.1	3409	3198.13	3126	13.2157
CPERKG00000002222.1	2340	2129.13	4268	27.1032
CPERKG00000002223.1	969	758.125	336	5.99233
CPERKG00000002224.1	1254	1043.13	1280	16.5909
CPERKG00000002225.1	13383	13172.1	590	0.605611
CPERKG00000002226.1	2800	2589.13	909	4.74688
CPERKG00000002227.1	2289	2078.13	1560	10.1496
CPERKG00000002228.1	1258	1047.13	2220.74	28.6746
CPERKG00000002229.1	1071	860.125	14.2559	0.224094
CPERKG00000002230.1	2136	1925.13	2401	16.8628
CPERKG00000002231.1	1158	947.125	2824	40.3139
CPERKG00000002232.1	1169	958.125	2225	31.3982
CPERKG00000002233.1	1685	1474.13	5291.4	48.5326
CPERKG00000002234.1	2448	2237.13	372.596	2.25188
CPERKG00000002235.1	2273	2062.13	7511	49.247
CPERKG00000002236.1	1499	1288.13	6626	69.549
CPERKG00000002237.1	273	105.931	849	108.363
CPERKG00000002238.1	852	641.19	80	1.68694
CPERKG00000002239.1	3367	3156.13	3481	14.9124
CPERKG00000002240.1	1609	1398.13	769	7.43666
CPERKG00000002241.1	273	105.931	5941	758.287
CPERKG00000002242.1	537	331.108	125809	5137.35
CPERKG00000002243.1	1461	1250.13	84	0.908496
CPERKG00000002244.1	2256	2045.13	5600	37.0225
CPERKG00000002245.1	2997	2786.13	2243	10.8849
CPERKG00000002246.1	1219	1008.13	2850	38.2233
CPERKG00000002247.1	1577	1366.13	1106	10.9462
CPERKG00000002248.1	558	351.069	3	0.115538
CPERKG00000002249.1	2345	2134.13	3131	19.8363
CPERKG00000002250.1	722	511.681	529.417	13.9893
CPERKG00000002250.2	725	514.63	25598.6	672.541
CPERKG00000002251.1	2286	2075.13	1096	7.14108
CPERKG00000002252.1	1898	1687.13	30670	245.79
CPERKG00000002253.1	2519	2308.13	59548.7	348.827
CPERKG00000002254.1	321	141.504	9526.26	910.234
CPERKG00000002255.1	1424	1213.13	2439	27.1834
CPERKG00000002256.1	1417	1206.13	42165	472.669
CPERKG00000002257.1	7325	7114.13	389.317	0.739912
CPERKG00000002258.1	1607	1396.13	2603.68	25.2151
CPERKG00000002259.1	1132	921.125	1670.37	24.5184
CPERKG00000002260.1	2468	2257.13	2165.63	12.9725
CPERKG00000002261.1	2002	1791.13	5514	41.6235
CPERKG00000002262.1	2135	1924.13	1843	12.9506
CPERKG00000002263.1	2029	1818.13	1929	14.3452
CPERKG00000002264.1	3720	3509.13	761	2.93213
CPERKG00000002265.1	3092	2881.13	738.349	3.46495
CPERKG00000002266.1	1617	1406.13	1846.65	17.7565
CPERKG00000002267.1	1370	1159.13	2953	34.4453
CPERKG00000002268.1	1263	1052.13	1054	13.5447
CPERKG00000002269.1	1198	987.125	3783	51.8157
CPERKG00000002270.1	861	650.125	1026	21.3377
CPERKG00000002271.1	741	530.525	6000	152.913
CPERKG00000002272.1	3512	3301.13	1855	7.59765
CPERKG00000002273.1	1092	881.125	978	15.0072
CPERKG00000002274.1	5381	5170.13	4748	12.4167
CPERKG00000002275.1	953	742.125	2734.82	49.8252
CPERKG00000002276.1	2979	2768.13	835.179	4.07935
CPERKG00000002277.1	3434	3223.13	11	0.0461438
CPERKG00000002278.1	843	632.19	0	0
CPERKG00000002279.1	1191	980.125	960	13.243
CPERKG00000002280.1	2676	2465.13	1504	8.24909
CPERKG00000002281.1	1741	1530.13	146	1.2901
CPERKG00000002282.1	2102	1891.13	717	5.12621
CPERKG00000002283.1	3136	2925.13	964.545	4.45836
CPERKG00000002284.1	657	447.452	235.455	7.11474
CPERKG00000002285.1	423	226.281	811	48.4585
CPERKG00000002286.1	1427	1216.13	699	7.77135
CPERKG00000002287.1	5506	5295.13	64	0.163418
CPERKG00000002288.1	216	69.1662	1002	195.872
CPERKG00000002289.1	829	618.19	378	8.26737
CPERKG00000002290.1	2644	2433.13	2785	15.476
CPERKG00000002291.1	3712	3501.13	3772	14.5667
CPERKG00000002292.1	1632	1421.13	3398.38	32.3323
CPERKG00000002293.1	321	141.504	966.618	92.3603
CPERKG00000002294.1	1348	1137.13	2202	26.1822
CPERKG00000002295.1	1970	1759.13	3872	29.7602
CPERKG00000002296.1	1557	1346.13	1703	17.1051
CPERKG00000002297.1	1573	1362.13	10554	104.76
CPERKG00000002298.1	1462	1251.13	7684.4	83.0437
CPERKG00000002299.1	309	132.595	954.602	97.3401
CPERKG00000002300.1	1595	1384.13	2890	28.2306
CPERKG00000002301.1	2229	2018.13	732	4.90411
CPERKG00000002302.1	3123	2912.13	5164.6	23.9786
CPERKG00000002303.1	1494	1283.13	4570.4	48.1596
CPERKG00000002304.1	288	116.94	1	0.115621
CPERKG00000002305.1	4385	4174.13	418.584	1.35586
CPERKG00000002306.1	1682	1471.13	3128.42	28.7523
CPERKG00000002307.1	225	74.3429	35557	6466.7
CPERKG00000002308.1	957	746.125	465.181	8.42961
CPERKG00000002308.2	1255	1044.13	87.8193	1.13719
CPERKG00000002309.1	759	548.471	2554	62.9599
CPERKG00000002310.1	855	644.19	2570	53.9407
CPERKG00000002311.1	1913	1702.13	2559	20.3271
CPERKG00000002312.1	4165	3954.13	1117	3.81944
CPERKG00000002313.1	2384	2173.13	375	2.33316
CPERKG00000002314.1	1647	1436.13	1866	17.5678
CPERKG00000002315.1	1725	1514.13	3664	32.7183
CPERKG00000002316.1	1281	1070.13	4483	56.6411
CPERKG00000002317.1	1566	1355.13	17862	178.217
CPERKG00000002318.1	2385	2174.13	1192	7.41292
CPERKG00000002319.1	2571	2360.13	9748	55.8442
CPERKG00000002320.1	1269	1058.13	0	0
CPERKG00000002321.1	2426	2215.13	4173	25.4711
CPERKG00000002322.1	1966	1755.13	37514	288.99
CPERKG00000002323.1	4544	4333.13	12058	37.6246
CPERKG00000002324.1	3090	2879.13	0	0
CPERKG00000002325.1	2383	2172.13	37706	234.705
CPERKG00000002326.1	1477	1266.13	1668	17.8122
CPERKG00000002327.1	1695	1484.13	755	6.87818
CPERKG00000002328.1	5478	5267.13	9388	24.0989
CPERKG00000002329.1	6241	6030.13	1964	4.40365
CPERKG00000002330.1	4401	4190.13	2629	8.48323
CPERKG00000002331.1	1569	1358.13	0	0
CPERKG00000002332.1	3105	2894.13	988	4.61569
CPERKG00000002333.1	1281	1070.13	1667	21.0619
CPERKG00000002334.1	2771	2560.13	5579	29.4641
CPERKG00000002335.1	957	746.125	2587.03	46.88
CPERKG00000002335.2	860	649.125	4215.97	87.8145
CPERKG00000002336.1	3610	3399.13	120	0.477322
CPERKG00000002337.1	775	564.305	1957	46.8894
CPERKG00000002338.1	1274	1063.13	3847	48.9255
CPERKG00000002339.1	1473	1262.13	3389	36.305
CPERKG00000002340.1	1252	1041.13	3	0.0389597
CPERKG00000002341.1	2106	1895.13	4972	35.4724
CPERKG00000002342.1	1578	1367.13	33	0.326365
CPERKG00000002343.1	1193	982.125	3512	48.3487
CPERKG00000002344.1	1647	1436.13	3442	32.4053
CPERKG00000002345.1	2651	2440.13	460	2.54884
CPERKG00000002346.1	2103	1892.13	219	1.56492
CPERKG00000002347.1	1440	1229.13	501	5.51111
CPERKG00000002348.1	1368	1157.13	21933	256.28
CPERKG00000002349.1	2230	2019.13	35281	236.252
CPERKG00000002350.1	1172	961.125	20061	282.208
CPERKG00000002351.1	1395	1184.13	6885	78.6147
CPERKG00000002352.1	3033	2822.13	2386	11.4312
CPERKG00000002353.1	3053	2842.13	576.76	2.74378
CPERKG00000002354.1	2247	2036.13	1751.24	11.6289
CPERKG00000002355.1	2102	1891.13	1474	10.5384
CPERKG00000002356.1	822	611.19	2	0.0442437
CPERKG00000002357.1	3765	3554.13	439	1.67005
CPERKG00000002358.1	3262	3051.13	20064.4	88.9126
CPERKG00000002359.1	576	368.669	3637.61	133.406
CPERKG00000002360.1	1424	1213.13	3353	37.3702
CPERKG00000002361.1	2434	2223.13	1026	6.23995
CPERKG00000002362.1	1650	1439.13	2419	22.7266
CPERKG00000002363.1	1225	1014.13	75	0.999924
CPERKG00000002364.1	3571	3360.13	30	0.120716
CPERKG00000002365.1	677	467.269	292.468	8.46269
CPERKG00000002365.2	665	455.361	1556.72	46.2224
CPERKG00000002366.1	747	536.471	129240	3257.22
CPERKG00000002367.1	1907	1696.13	3118	24.8551
CPERKG00000002368.1	1110	899.125	59.8045	0.899313
CPERKG00000002369.1	6247	6036.13	5100.2	11.4242
CPERKG00000002370.1	1722	1511.13	9031	80.804
CPERKG00000002371.1	261	97.6615	1822	252.245
CPERKG00000002372.1	4599	4388.13	715	2.20305
CPERKG00000002373.1	711	500.833	16601	448.166
CPERKG00000002374.1	1245	1034.13	4940	64.5879
CPERKG00000002375.1	3260	3049.13	3515.46	15.5885
CPERKG00000002376.1	3264	3053.13	1065	4.71631
CPERKG00000002377.1	456	256.287	68621	3620.16
CPERKG00000002378.1	3409	3198.13	3701.01	15.6467
CPERKG00000002379.1	429	231.59	805.995	47.0555
CPERKG00000002380.1	1602	1391.13	2456	23.8704
CPERKG00000002381.1	1334	1123.13	37232	448.214
CPERKG00000002382.1	1616	1405.13	11933	114.824
CPERKG00000002383.1	1326	1115.13	5052	61.2544
CPERKG00000002384.1	2229	2018.13	534	3.57759
CPERKG00000002385.1	1578	1367.13	16839	166.535
CPERKG00000002386.1	3554	3343.13	11737	47.4681
CPERKG00000002387.1	1743	1532.13	0	0
CPERKG00000002388.1	1749	1538.13	2196	19.3036
CPERKG00000002389.1	1887	1676.13	16	0.129066
CPERKG00000002390.1	5226	5015.13	681.173	1.83643
CPERKG00000002391.1	249	89.3315	338	51.1575
CPERKG00000002392.1	776	565.305	642	15.355
CPERKG00000002393.1	1839	1628.13	1938	16.094
CPERKG00000002394.1	1491	1280.13	4290	45.3109
CPERKG00000002395.1	1287	1076.13	5750	72.2441
CPERKG00000002396.1	10089	9878.13	3634	4.97402
CPERKG00000002397.1	707	496.932	214132	5826.15
CPERKG00000002398.1	3127	2916.13	3423.95	15.8752
CPERKG00000002399.1	4692	4481.13	2307.05	6.96095
CPERKG00000002400.1	2816	2605.13	2402	12.4664
CPERKG00000002401.1	1542	1331.13	0	0
CPERKG00000002402.1	1161	950.125	144	2.04917
CPERKG00000002403.1	1475	1264.13	20596	220.288
CPERKG00000002404.1	1203	992.125	557	7.59077
CPERKG00000002405.1	1027	816.125	6531	108.198
CPERKG00000002406.1	2076	1865.13	1208	8.75702
CPERKG00000002407.1	792	581.19	73.986	1.72119
CPERKG00000002408.1	3212	3001.13	6382.18	28.753
CPERKG00000002409.1	2469	2258.13	0	0
CPERKG00000002410.1	1969	1758.13	103.129	0.793101
CPERKG00000002411.1	1477	1266.13	1046.87	11.1793
CPERKG00000002412.1	1070	859.125	1352	21.2774
CPERKG00000002413.1	3241	3030.13	563	2.51215
CPERKG00000002414.1	3685	3474.13	1262.52	4.91349
CPERKG00000002415.1	1224	1013.13	5130.48	68.4687
CPERKG00000002416.1	1740	1529.13	12845	113.576
CPERKG00000002417.1	2923	2712.13	422	2.10378
CPERKG00000002418.1	1937	1726.13	0	0
CPERKG00000002419.1	14320	14109.1	729	0.698594
CPERKG00000002420.1	8279	8068.13	1009.89	1.69239
CPERKG00000002421.1	3378	3167.13	40.106	0.171215
CPERKG00000002422.1	4782	4571.13	1321	3.9073
CPERKG00000002423.1	855	644.19	1585	33.2669
CPERKG00000002424.1	594	386.142	200	7.00295
CPERKG00000002425.1	696	486.031	26.248	0.73018
CPERKG00000002425.2	703	492.982	277.952	7.62318
CPERKG00000002425.3	668	458.315	102934	3036.63
CPERKG00000002426.1	489	286.998	78	3.67463
CPERKG00000002427.1	1759	1548.13	1063	9.28377
CPERKG00000002428.1	402	207.994	1159	75.3406
CPERKG00000002429.1	3233	3022.13	1132	5.06444
